supplier_id,supplier_name,region,country,contact_email,contract_start,contract_end,on_time_delivery_rate,quality_score,total_orders_supplied,days_to_contract_end,order_norm,score,segment
: ,", _-o0",Europe,", ",supplier.,2020-07-26,2024-04-12,0.89,0.86,709,-579,0.06550387596899225,0.796,Good
".-, ",,Europe,: 00name-,: ,2019-06-18,2024-02-14,0.82,0.88,756,-637,0.08372093023255814,0.77,Good
", _ ",", ",Europe,"-id, _",: -_.delivery,2021-02-17,2023-11-21,0.88,0.87,1546,-722,0.38992248062015505,0.827,Good
endtimeT00:-l1-2email,supplier00:-quality,Asia Pacific,00,:supplier20___delivery_,2019-11-19,2022-01-18,0.82,0.8,3103,-1394,0.9934108527131783,0.829,Good
",",@_o ,Europe,", ","00, ",2019-05-22,2023-02-14,0.93,0.82,1653,-1002,0.4313953488372093,0.836,Good
"oemail,country-",",",Asia Pacific,quality0}}a:__nameon ,: ,2020-03-07,2024-04-01,0.87,0.77,1145,-590,0.23449612403100775,0.766,Good
"orders}_-.T009},id}",_ ,North America,00,_name,2021-04-12,2023-01-30,0.82,0.88,1343,-1017,0.3112403100775194,0.793,Good
_}rate,:stotal7total,North America,SUPrateorders ,:name 0}n ,2021-05-01,2022-11-12,0.82,0.77,1290,-1096,0.29069767441860467,0.747,Good
",00",9_id__end00,Latin America,",",region_contactnquality,2018-05-10,2024-03-18,0.93,0.85,2412,-604,0.7255813953488373,0.878,Excellent
: ,", contract}-37e_5email",Latin America,{, ,2020-09-16,2023-04-01,0.93,0.85,1018,-956,0.18527131782945735,0.824,Good
 , ,Europe,contract ,9,2021-07-22,2024-01-30,0.93,0.8,2100,-652,0.6046511627906976,0.845,Good
: ,: ,Latin America,,", ",2018-09-08,2023-03-17,0.93,0.88,2120,-971,0.6124031007751938,0.878,Excellent
",ecountry",",",North America,100,"supplier, ",2019-02-22,2023-04-05,0.93,0.83,2768,-952,0.8635658914728682,0.883,Excellent
: ,contact_: ,Middle East & Africa,"o3,_00",:00,2020-07-22,2023-07-14,0.93,0.82,2100,-852,0.6046511627906976,0.853,Excellent
: ,: ,Latin America,", ",,2020-12-08,2022-09-20,0.91,0.81,2114,-1149,0.610077519379845,0.84,Good
",, {",total_ ,North America,", 00:},",9_ ,2019-05-01,2024-06-22,0.82,0.88,981,-508,0.17093023255813952,0.779,Good
:00 ,: ,North America,contract__ ,: ,2019-07-22,2024-06-05,0.89,0.84,1320,-525,0.3023255813953488,0.811,Good
SUP:name 0name4i,"SUP,",Europe,quality ,: ,2018-05-10,2021-12-01,0.93,0.82,545,-1442,0.001937984496124031,0.793,Good
end,S,Europe,:region,: ,2021-07-10,2023-04-25,0.87,0.88,1259,-932,0.27868217054263567,0.815,Good
 ,id:contact_contractname,Asia Pacific,: , ,2019-03-21,2023-12-17,0.83,0.84,755,-696,0.08333333333333333,0.759,Good
}553_,contract-4 ,Latin America,1,: ,2021-07-22,2024-08-18,0.88,0.77,1431,-451,0.3453488372093023,0.783,Good
:T00email-namecountry,",i0",Asia Pacific,0,SUP-7,2018-11-10,2023-04-11,0.93,0.88,1240,-946,0.2713178294573643,0.844,Good
7-:score_time,SUP_start,Asia Pacific,oncountry5__,,2020-08-25,2024-11-30,0.91,0.81,3102,-347,0.9930232558139535,0.878,Excellent
:a{,country,Middle East & Africa, scoreS-,,2020-05-22,2025-03-01,0.93,0.77,870,-256,0.12790697674418605,0.786,Good
,", ",Asia Pacific,00,: ,2019-06-07,2023-09-22,0.83,0.83,807,-782,0.10348837209302325,0.757,Good
:,datarate,North America,p-SUP-}{,", ",2018-05-28,2024-12-05,0.86,0.8,3120,-342,1.0,0.85,Good
0,: ,Latin America,", ",:total. ,2020-02-23,2023-01-05,0.83,0.85,1497,-1042,0.37093023255813956,0.792,Good
", {",", ",Latin America,country ,00 ,2019-07-30,2026-01-12,0.84,0.84,2740,61,0.8527131782945736,0.841,Good
.8:,country-n8score,Latin America,:: ,7_-:,2018-05-10,2021-12-01,0.83,0.84,1106,-1442,0.2193798449612403,0.773,Good
}00contractcontact,",, ",Asia Pacific,:end{i 0,A-T00-: {,2019-02-01,2021-12-01,0.93,0.8,717,-1442,0.0686046511627907,0.792,Good
-{_SUP_,_ 01: _9e-,North America,country ,supplier ,2018-11-03,2023-04-07,0.83,0.87,2114,-950,0.610077519379845,0.824,Good
: ,: ,North America,202 ,"total_900,l",2020-05-01,2024-07-21,0.87,0.77,3104,-479,0.993798449612403,0.842,Good
contact_,: ,Europe,_time___:}delivery_ ,00: ,2020-05-22,2023-05-09,0.82,0.87,725,-918,0.07170542635658915,0.765,Good
,_: total,Latin America,: ,_time__id00,2020-09-20,2024-05-07,0.82,0.77,829,-554,0.112015503875969,0.729,Good
lsupplied{-T00: ,: ,North America,: ,A_s,2020-11-05,2024-04-16,0.82,0.81,3113,-575,0.9972868217054264,0.834,Good
: ,::00,Middle East & Africa,SUP:,,2020-07-20,2025-07-22,0.87,0.83,3088,-113,0.9875968992248062,0.866,Excellent
name,: :- ,Europe,:on,,2019-12-21,2024-03-30,0.82,0.87,1706,-592,0.45193798449612405,0.803,Good
00 , ,North America,,contract-n}d:,2018-09-18,2026-01-12,0.93,0.84,3104,61,0.993798449612403,0.9,Excellent
"country_}, ",,Latin America,quality} orders,n,2019-06-15,2023-07-31,0.92,0.82,2992,-835,0.9503875968992248,0.883,Excellent
: ,@00,North America,country,total ,2019-03-15,2026-01-12,0.93,0.88,886,61,0.13410852713178295,0.83,Good
}4}: . ,supplier 0,Asia Pacific,:2a ,: _startic,2020-05-03,2022-04-30,0.82,0.88,1342,-1292,0.31085271317829455,0.793,Good
: ,:emaile2-1idse:8,Middle East & Africa,_,".,{",2018-05-10,2026-01-12,0.88,0.81,642,61,0.03953488372093023,0.768,Good
: ,: ,Middle East & Africa,{S,: ,2019-11-20,2023-04-21,0.82,0.87,976,-936,0.16899224806201552,0.775,Good
1__ 0,enda4ordersend,Asia Pacific,on_: time,",_, ",2019-11-06,2025-04-07,0.83,0.87,2110,-219,0.6085271317829457,0.824,Good
", ",quality-,Middle East & Africa,:,:__end,2018-05-10,2024-07-17,0.93,0.77,3111,-483,0.9965116279069768,0.873,Excellent
onorders_4_,: ,Middle East & Africa,", ",,2021-07-22,2023-07-05,0.86,0.82,1003,-861,0.17945736434108528,0.776,Good
region6,8-8 ,North America,,",orders-,i ",2019-07-26,2024-07-12,0.85,0.77,2110,-488,0.6085271317829457,0.794,Good
", 6",o,Latin America,9: ,: ,2021-07-15,2026-01-11,0.93,0.78,3106,60,0.9945736434108527,0.876,Excellent
:contact deliverytime 0: ,: ,Asia Pacific,", ",-2__orders500id,2021-07-22,2023-12-14,0.93,0.88,1984,-699,0.5596899224806201,0.873,Excellent
: oid,: ,Asia Pacific,:-}0iltime_:data00,002{,2021-07-22,2024-07-04,0.86,0.88,3114,-496,0.9976744186046511,0.882,Excellent
-id,",: ",Europe,"_, ",",,, ",2021-07-22,2026-01-12,0.91,0.88,970,61,0.16666666666666666,0.824,Good
", ",country,Europe,- ,_score,2018-12-01,2024-04-11,0.87,0.88,754,-580,0.08294573643410853,0.795,Good
:: ,supplier_supplied,Asia Pacific,: , 0: ,2021-07-20,2024-06-30,0.82,0.8,830,-500,0.1124031007751938,0.741,Good
", ","country}supplier_SUP,1",Europe,. 0.region,n_ ,2020-01-08,2024-07-20,0.92,0.79,875,-480,0.1298449612403101,0.789,Good
00,",: ",Europe,e8-: ,", ",2020-07-25,2023-09-12,0.82,0.86,864,-792,0.12558139534883722,0.767,Good
,",6:0",Middle East & Africa,",8 ",", ",2018-05-10,2024-11-06,0.82,0.83,1082,-371,0.21007751937984495,0.763,Good
on-,00 ,North America,:end,"., ",2020-07-12,2022-03-25,0.86,0.87,1499,-1328,0.37170542635658915,0.815,Good
@delivery80_start_id,{,Europe,_name,,2019-12-18,2023-03-31,0.88,0.78,2417,-957,0.7275193798449613,0.825,Good
: ,contract_time_supplier7,Asia Pacific,2is,"supplier,-",2019-11-21,2023-12-30,0.93,0.85,2769,-683,0.8639534883720931,0.891,Excellent
: ,}:,Europe,", ",:orders8,2019-11-14,2025-12-03,0.83,0.88,1284,21,0.28837209302325584,0.796,Good
", ",", ",Latin America,end__1e,", 0",2018-12-29,2021-12-20,0.85,0.85,3103,-1423,0.9934108527131783,0.864,Excellent
s,}006 ,Middle East & Africa,. ,,2020-05-10,2026-01-12,0.82,0.83,1849,61,0.5073643410852713,0.793,Good
",o ",: ,Europe,,", ",2020-03-20,2022-01-29,0.86,0.77,887,-1383,0.13449612403100775,0.751,Good
__rate: ,contact,Europe,on ,8.19rate:9}8,2018-05-20,2024-08-03,0.92,0.83,757,-466,0.08410852713178295,0.8,Good
.,", ",Asia Pacific,supplier ,contractaemail,2020-12-21,2023-09-12,0.82,0.77,777,-792,0.09186046511627907,0.727,Good
.: _total,id,Europe,idcontract}00:,", 1",2020-04-07,2025-06-14,0.92,0.88,741,-151,0.07790697674418605,0.82,Good
", ",: ,Europe,, _,2021-07-22,2024-07-14,0.91,0.77,3115,-486,0.998062015503876,0.863,Excellent
T00contact00email,8,Asia Pacific,202,",T00 0totalregion",2020-07-12,2022-12-21,0.93,0.86,1872,-1057,0.5162790697674419,0.861,Excellent
: ,"supplier},: ",Asia Pacific,:name,contact00 ,2021-02-10,2021-12-01,0.89,0.82,540,-1442,0.0,0.773,Good
SUP_-contract_,supplier_,Asia Pacific,"8,delivery",":, ",2020-10-02,2025-11-21,0.92,0.83,1628,9,0.42170542635658914,0.834,Good
,supplier 0l_:-,Europe,00}contractscore,,2021-07-22,2025-01-26,0.93,0.88,544,-290,0.0015503875968992248,0.817,Good
,supplier1,Europe,", {o_supplied: ",: 7scoreSUP,2019-09-30,2024-12-01,0.82,0.87,1343,-346,0.3112403100775194,0.789,Good
country ,-2a,Asia Pacific,"5, ",1},2021-07-14,2024-03-22,0.83,0.83,1247,-600,0.274031007751938,0.774,Good
{id9,_ 0: ,North America,contractT00-:.,S,2019-10-22,2026-01-12,0.82,0.88,1670,61,0.437984496124031,0.806,Good
", ",SUP__,Europe,: , ,2018-09-22,2021-12-01,0.93,0.84,1356,-1442,0.31627906976744186,0.833,Good
":e:,8-2 0.T0097: ",: ,Latin America,s ,:o00id,2019-04-25,2023-09-21,0.93,0.88,1566,-783,0.39767441860465114,0.857,Excellent
_-: ,: ,Latin America,:suppliercontract,", ",2018-07-16,2025-12-14,0.89,0.88,896,32,0.13798449612403102,0.811,Good
}_@score ,: {,North America,: ,email ,2020-03-20,2022-11-01,0.87,0.81,1012,-1107,0.18294573643410852,0.777,Good
A_,: ,Middle East & Africa,8contact,on.9,2019-05-30,2026-01-12,0.88,0.81,754,61,0.08294573643410853,0.772,Good
",a8time_}},}",", ",North America,", ",__00 0:}00,2021-07-22,2024-12-18,0.82,0.8,1976,-329,0.5565891472868217,0.786,Good
"_, ",end,North America,":,on",,2019-01-15,2022-04-12,0.88,0.88,1866,-1310,0.513953488372093,0.843,Good
es ,",",Latin America,email_00,: ,2018-07-21,2025-01-11,0.82,0.77,744,-305,0.07906976744186046,0.726,Good
ratesupplied,: ,Middle East & Africa,-a5:supplier__,,2021-03-03,2021-12-01,0.88,0.86,1933,-1442,0.539922480620155,0.838,Good
,countrypscorenamep7,Europe,", ",on,2020-07-03,2024-01-06,0.93,0.84,3120,-676,1.0,0.901,Excellent
country.n ,id00T00,Europe,", ",s{,2020-03-18,2024-02-14,0.92,0.87,1287,-637,0.2895348837209302,0.837,Good
.supplier_on,supplier_-_8a4 094 ,North America,T00:end-, ,2020-05-10,2021-12-03,0.93,0.82,2808,-1440,0.8790697674418605,0.881,Excellent
contractregion0i{orders ,"supplier_name00, , ",Asia Pacific, ,", ",2019-02-22,2023-01-20,0.82,0.82,2894,-1027,0.9124031007751938,0.829,Good
",time",:00,Asia Pacific,supplier__,contract_start0,2020-08-14,2022-06-13,0.86,0.77,1489,-1248,0.3678294573643411,0.775,Good
,e0.,Asia Pacific,:name: ,",",2019-06-03,2024-07-21,0.83,0.88,1843,-479,0.5050387596899225,0.818,Good
"start00,:  ",",",Asia Pacific,country,,2020-08-01,2025-04-05,0.92,0.78,540,-221,0.0,0.772,Good
,_._on},Europe,ondelivery 0{,,2018-12-01,2022-08-14,0.88,0.77,1888,-1186,0.5224806201550387,0.8,Good
00id: ,region_ 0_scoretimee.pnsupplierscore.-5},North America,{ , ,2018-05-10,2024-01-20,0.86,0.83,1077,-662,0.20813953488372092,0.783,Good
: ,: ordersoncontracts,Latin America,email0: ,: ,2019-07-22,2023-01-02,0.93,0.85,1273,-1045,0.284108527131783,0.833,Good
contract,", ",Asia Pacific,: 0:: ,", ",2021-07-22,2025-05-12,0.92,0.81,2109,-184,0.608139534883721,0.845,Good
ona:T00T00_00, ,Asia Pacific,T008s ,S,2018-05-10,2023-02-25,0.91,0.87,1245,-991,0.27325581395348836,0.83,Good
: ,,North America,: ,": 0.,, ",2018-05-10,2026-01-12,0.82,0.77,545,61,0.001937984496124031,0.718,Good
,: ,Middle East & Africa,: ,",emailstart",2021-02-20,2025-01-30,0.88,0.84,1273,-286,0.284108527131783,0.804,Good
",",:@_{,Asia Pacific,start ,on ,2018-06-05,2021-12-01,0.88,0.88,1556,-1442,0.3937984496124031,0.831,Good
,SUP3.---ascore800: ,Europe,: ,8,2020-12-01,2022-12-01,0.82,0.88,1351,-1077,0.3143410852713178,0.793,Good
contractend,",contract ",Europe,supplier {:00,", :, id,8delivery",2019-07-12,2021-12-15,0.82,0.84,1953,-1428,0.5476744186046512,0.801,Good
delivery@orders-T00.{,"supplier.SUP,: ",Europe,,"contract_, ",2018-05-14,2024-12-08,0.92,0.84,3113,-339,0.9972868217054264,0.896,Excellent
:supplier_{,",-5total_, ",Middle East & Africa,contact00on ,: 0score_timerateoe,2018-08-15,2024-08-12,0.84,0.77,540,-457,0.0,0.728,Good
:4s,s_7,Europe,: , ,2018-07-17,2025-12-21,0.93,0.82,860,39,0.12403100775193798,0.805,Good
contact_00,008 ,Europe,"4a,, ","on 6_, ",2018-05-10,2026-01-12,0.91,0.83,682,61,0.05503875968992248,0.793,Good
", ",00: ,Middle East & Africa,: , ,2021-07-21,2022-07-01,0.88,0.8,713,-1230,0.06705426356589148,0.767,Good
",  0",,Europe,l{_-_orders:00,",",2018-09-22,2024-12-31,0.85,0.88,711,-316,0.06627906976744186,0.784,Good
S 0total_,o 000n.68qualityT00,Europe,__name,- ,2020-04-14,2024-03-01,0.82,0.87,1562,-621,0.39612403100775195,0.798,Good
-,,Middle East & Africa,countrydata_,,2020-11-28,2026-01-12,0.92,0.88,883,61,0.13294573643410854,0.825,Good
"contract-_1id_0pscore_0eid, ",total57,Middle East & Africa,-supplierqualityrate_,:_007 ,2019-07-03,2024-01-07,0.87,0.85,2115,-675,0.6104651162790697,0.836,Good
 ,contractT00,Europe,: ,",4email ",2021-01-16,2024-12-21,0.9,0.82,3120,-326,1.0,0.878,Excellent
", ",", ",Latin America,202, 0nnamecountry,2020-11-30,2025-12-11,0.88,0.77,754,29,0.08294573643410853,0.756,Good
"supplier, ",",- ",Asia Pacific,",",: ,2019-03-05,2025-03-01,0.93,0.77,3107,-256,0.9949612403100775,0.872,Excellent
_startstartname,contact00,Europe,score-8_score: ,country,2019-12-07,2024-04-22,0.83,0.88,975,-569,0.1686046511627907,0.784,Good
id1e00:,"SUP, ",Europe,,scontact_ ,2018-05-10,2023-04-07,0.93,0.84,583,-950,0.016666666666666666,0.803,Good
n 0.00T00l,,Europe,-_ ,_ 0_:,2021-01-04,2024-11-12,0.83,0.83,667,-365,0.04922480620155039,0.752,Good
, ,Europe,_end,:-1,2021-04-01,2024-04-10,0.82,0.88,695,-581,0.060077519379844964,0.768,Good
score0,: @_score{_deliveryid}@._00},North America,: ,_00,2020-09-10,2024-06-05,0.82,0.77,2335,-525,0.6957364341085271,0.788,Good
contractl,", ",Europe,,eemailemail- 4 ,2021-02-05,2022-06-23,0.91,0.88,672,-1238,0.05116279069767442,0.812,Good
: ,_data7@,North America,: 00 ,,2019-05-15,2026-01-12,0.88,0.81,611,61,0.02751937984496124,0.767,Good
start_time_e,", endorders8 ",Europe,", ",_start,2019-12-18,2024-11-03,0.91,0.81,930,-374,0.1511627906976744,0.794,Good
,00,North America,quality-,"start6, ",2019-07-22,2021-12-01,0.93,0.87,2652,-1442,0.8186046511627907,0.895,Excellent
regionoo_1,: ,North America,: ,",____}quality",2019-11-15,2023-06-12,0.88,0.77,665,-884,0.04844961240310078,0.753,Good
: ,: p2,Asia Pacific, ,: ,2020-08-27,2022-06-26,0.93,0.82,756,-1235,0.08372093023255814,0.801,Good
data ,: ,Middle East & Africa,s_rateSUP0000-.00,:00003,2020-12-22,2023-08-30,0.82,0.88,1480,-805,0.3643410852713178,0.798,Good
country.ascorecontactendcontract8start,s,Middle East & Africa,_{,_: ,2020-04-03,2025-06-17,0.93,0.78,866,-148,0.1263565891472868,0.79,Good
SUP,total_start,Asia Pacific,":,SUP00s",,2019-01-05,2026-01-04,0.86,0.82,751,53,0.0817829457364341,0.766,Good
: ,202,Latin America, 0 0_9_5,:_name,2018-06-03,2021-12-01,0.82,0.87,660,-1442,0.046511627906976744,0.763,Good
supplier._88 ,: ,Europe,", ",", ",2019-12-18,2024-12-14,0.93,0.88,650,-333,0.04263565891472868,0.821,Good
", ",supplier 0.00_,North America,edelivery:,s@SUP,2020-08-30,2026-01-12,0.93,0.81,1458,61,0.3558139534883721,0.825,Good
 0timecontact:l,:end,Latin America,: ,l9-,2021-07-20,2025-06-14,0.93,0.85,2073,-151,0.5941860465116279,0.864,Excellent
id,total0_al1: ,Asia Pacific,,",contract",2020-03-14,2023-03-05,0.92,0.85,660,-983,0.046511627906976744,0.805,Good
,",supplied",North America,country{,", ",2018-05-10,2024-11-11,0.82,0.77,1180,-366,0.24806201550387597,0.743,Good
_SUP,", ",North America,l ,delivery. ,2018-05-17,2024-12-09,0.86,0.82,3119,-338,0.9996124031007751,0.858,Excellent
",00 ",-o,Europe,:,", ",2019-02-22,2023-01-02,0.89,0.85,651,-1045,0.04302325581395349,0.789,Good
"suppliedorders9_emailcontactsupplier:, {",:,Asia Pacific,,,2021-05-22,2022-05-30,0.82,0.86,1548,-1262,0.39069767441860465,0.793,Good
,ends,Europe,@T00SUPid,data ,2018-12-01,2021-12-01,0.82,0.82,1023,-1442,0.1872093023255814,0.757,Good
"_.:1, ",supplier__:{,Europe,e_,: ,2020-11-22,2022-06-29,0.84,0.82,1985,-1232,0.560077519379845,0.804,Good
", ",,Middle East & Africa,,",quality_orders ",2018-09-08,2023-11-28,0.89,0.88,788,-715,0.09612403100775194,0.807,Good
:_ 0,,North America,: , 0 ,2018-06-30,2023-02-27,0.93,0.88,2112,-989,0.6093023255813953,0.878,Excellent
:idtime_total,contacton__,Asia Pacific, ,contract: ,2019-01-22,2021-12-01,0.9,0.84,1188,-1442,0.25116279069767444,0.811,Good
: ,: ,Asia Pacific,: ,.ao.7_28id__start,2018-05-10,2023-10-14,0.93,0.88,2850,-760,0.8953488372093024,0.907,Excellent
":-SUP@12, ",2orderscontact,Latin America,: ,}: ,2021-07-15,2026-01-12,0.92,0.83,1282,61,0.2875968992248062,0.821,Good
: ,:id}.},Asia Pacific,}__4,", ",2020-09-21,2024-09-11,0.86,0.88,2197,-427,0.6422480620155039,0.846,Good
"supplier}T0078--on8_, 0id ",: ,Europe,: ,: ,2019-12-01,2024-03-12,0.91,0.79,1355,-610,0.31589147286821706,0.803,Good
: ,:_rate5_,Europe,_,202suppliern__,2019-04-17,2023-03-31,0.9,0.85,1559,-957,0.3949612403100775,0.829,Good
SUP,",00__ordersa}800, ",Europe,: T00{, 0contract_start: ,2021-04-18,2024-03-30,0.83,0.83,716,-592,0.06821705426356589,0.754,Good
_SUPtimeid:_9.T00,quality00 ,North America, ,_25-contract,2020-08-03,2025-12-13,0.93,0.88,2140,31,0.6201550387596899,0.879,Excellent
::8total_supplied9{,-: },Asia Pacific,data 0 ,}8T008: ,2020-01-13,2025-11-07,0.86,0.83,1875,-5,0.5174418604651163,0.814,Good
", ",,Middle East & Africa,rateT00 ,", _orders00",2018-12-30,2022-08-02,0.89,0.81,2122,-1198,0.6131782945736434,0.83,Good
: ,,Europe,__supplier ,country ,2018-07-24,2023-08-14,0.93,0.78,741,-821,0.07790697674418605,0.785,Good
le1-.9{, ,Asia Pacific,regiono.start, 0,2020-05-01,2026-01-12,0.86,0.82,789,61,0.09651162790697675,0.768,Good
{ ,score-7._,Europe,: ,: ,2019-05-04,2025-07-03,0.88,0.77,1461,-132,0.3569767441860465,0.784,Good
"email,{ ",008 0total,Latin America,"country, ",_{7,2021-07-22,2025-11-26,0.93,0.88,2111,14,0.6089147286821706,0.878,Excellent
SUP-contract_}p.deliveryn}rateidregion}ea}-1,:orders- ,Europe,}5ona--_,:region,2020-12-22,2024-05-18,0.87,0.8,892,-543,0.13643410852713178,0.769,Good
S00,8endsupplied2ordersname-00,Asia Pacific,:5, ,2018-07-05,2022-08-14,0.84,0.88,1242,-1186,0.27209302325581397,0.799,Good
oncontract ,,Europe,-:0idT004start,T00: ,2020-01-10,2022-03-09,0.83,0.88,1233,-1344,0.2686046511627907,0.794,Good
A: totalp1T00: ,,Latin America,", ",", ",2019-06-24,2022-07-12,0.84,0.88,2165,-1219,0.6298449612403101,0.835,Good
:a.7_,s-qualitysordersend}oa,Europe,T00_002 ,,2021-07-22,2022-01-01,0.93,0.85,1354,-1411,0.31550387596899226,0.837,Good
rateend,,Latin America,onida1,contact ,2021-07-22,2025-07-03,0.89,0.83,1979,-132,0.5577519379844961,0.833,Good
", ",contractid: ,North America,a0,{,2019-07-24,2022-01-12,0.93,0.85,2114,-1400,0.610077519379845,0.866,Excellent
:: ,: 800,North America, ,:,2018-12-09,2022-06-12,0.93,0.88,1054,-1249,0.1992248062015504,0.837,Good
700e,", ",Latin America,"_,name",:orders_on_97:4asupplied country,2018-05-10,2022-06-20,0.86,0.88,2139,-1241,0.6197674418604651,0.844,Good
",-, ",: ,North America,,2i ,2018-05-10,2023-07-13,0.87,0.81,752,-853,0.08217054263565891,0.767,Good
: ,",-",Latin America,end,data-},2021-06-17,2024-01-11,0.82,0.78,763,-671,0.08643410852713178,0.731,Good
,country,Asia Pacific,_contractsupplier_name,":contract, ",2018-07-13,2024-12-01,0.87,0.88,2198,-346,0.6426356589147287,0.851,Excellent
00,".{, ",Latin America,}supplierrate,:orders9name,2021-07-22,2022-09-01,0.93,0.8,3116,-1168,0.9984496124031008,0.885,Excellent
data,,Europe,emaildelivery_,",name",2018-08-30,2021-12-01,0.83,0.82,1332,-1442,0.30697674418604654,0.774,Good
s,scoreratetotal_1,North America,_,:-:on}60000:004.9-delivery59,2019-12-20,2022-02-11,0.93,0.77,1342,-1370,0.31085271317829455,0.804,Good
", ",:7,Asia Pacific,: ,regioncontacte,2021-05-20,2025-08-20,0.87,0.84,2180,-84,0.6356589147286822,0.835,Good
contract_rate,00}id,Latin America,1,}name,2021-05-20,2023-07-24,0.82,0.84,3107,-842,0.9949612403100775,0.845,Good
: , _SUPs,Europe,: ,",name__name ",2018-07-13,2024-07-12,0.86,0.86,1565,-488,0.39728682170542634,0.814,Good
", ",data ,Latin America,-on,",start, ",2018-09-10,2026-01-12,0.93,0.81,1344,61,0.3116279069767442,0.82,Good
: ,",: ",Latin America,-:name.,delivery.__sscore,2021-07-22,2023-01-12,0.93,0.77,1245,-1035,0.27325581395348836,0.8,Good
"SUP-, ", ,North America,}}3}region}2_@,contractend2,2019-12-05,2026-01-12,0.82,0.88,771,61,0.08953488372093023,0.771,Good
", ",,Europe,,",deliveryscorestart-00_: ",2020-06-03,2022-09-20,0.84,0.87,1248,-1149,0.2744186046511628,0.795,Good
: ,":, ",North America,end,:} 0:00  ,2019-07-10,2021-12-01,0.88,0.87,1403,-1442,0.33449612403100776,0.821,Good
: ,:contract@_contracts_id7total,Middle East & Africa,contact , ,2021-07-22,2022-07-12,0.88,0.88,812,-1219,0.10542635658914729,0.803,Good
"202n,5orders8- start",: 6start,Latin America, 00,qualitystarte 0 0start_,2021-01-27,2023-06-20,0.83,0.87,658,-876,0.04573643410852713,0.768,Good
:supplier- ,:00 0name,Europe,contract {data,"quality_, ",2021-07-22,2021-12-01,0.93,0.77,2117,-1442,0.6112403100775193,0.834,Good
Asupplier__,:_,North America,: ,S0,2019-02-17,2023-12-14,0.86,0.88,781,-699,0.0934108527131783,0.791,Good
emailstart,T00rate57,Europe,", ",quality_ ,2021-05-03,2025-01-30,0.93,0.84,1643,-286,0.42751937984496124,0.844,Good
__on-,supplied:,Europe,SUP-_, ,2020-12-16,2026-01-12,0.93,0.87,1524,61,0.3813953488372093,0.851,Excellent
": {,start",Aregion,Europe,1end_delivery2score1002data,",orders ",2019-08-10,2024-07-17,0.82,0.85,3116,-483,0.9984496124031008,0.85,Good
",",00,North America,_1 ,total8quality,2018-06-10,2021-12-01,0.92,0.8,1010,-1442,0.1821705426356589,0.798,Good
: ,:a ,Europe,,: ,2020-05-05,2024-01-05,0.84,0.85,887,-677,0.13449612403100775,0.773,Good
1_39 , ,Europe,",_scoreorders00--supplier ",", ",2021-07-22,2025-12-30,0.89,0.88,2792,48,0.8728682170542635,0.884,Excellent
