supplier_id,supplier_name,region,country,contact_email,contract_start,contract_end,on_time_delivery_rate,quality_score,total_orders_supplied,days_to_contract_end
", ",: ,Europe,-9on_::00n ,end,2020-07-15,2022-01-02,0.82,0.82,1369,-1410
contractn: ,qualityon ,Latin America,__,suppliercontact ,2018-05-20,2022-01-02,0.83,0.88,1910,-1410
",emailT00,,region ", ,Middle East & Africa,: ,_contract_name,2020-02-14,2022-01-02,0.93,0.82,994,-1410
00supplied,: ,North America,contract00,region__,2019-04-03,2022-01-02,0.9,0.85,1987,-1410
quality ,:country ,Latin America,":, ",on00,2020-01-18,2022-01-02,0.88,0.82,3108,-1410
",_ ","contracttime _on, ",Europe,: timeo {,supplied_00 ,2021-01-20,2022-01-02,0.87,0.88,2111,-1410
contact0000,_score:1,Latin America,.a0-{,l,2018-05-10,2022-01-02,0.86,0.77,1343,-1410
regionl,",: 0 ",Asia Pacific,supplied,"rate, ",2019-12-18,2022-01-02,0.93,0.87,1262,-1410
supplier,country--__97time_.on -n4n: ,North America,: ,_-,2018-05-10,2022-01-02,0.93,0.86,3108,-1410
: ,-s:00,Asia Pacific,: ,dataend,2018-05-22,2022-01-02,0.93,0.84,879,-1410
scoreemaile00: {,_{,Middle East & Africa,},_totaldelivery,2018-07-22,2022-01-02,0.87,0.77,2151,-1410
8_._ename-: ,end97 0start} ,Latin America,", ",", ",2019-01-06,2022-01-02,0.89,0.82,1361,-1410
Acontact }00saend,",00 ",Europe,",SUP_name",_ ,2018-07-08,2022-01-02,0.92,0.88,867,-1410
 ,: ,North America,: ,"_datatotal,, _",2020-07-23,2022-01-03,0.84,0.82,1003,-1409
-supplied8 ,: ,North America,":id, ",", ",2021-05-30,2022-01-03,0.89,0.85,981,-1409
", ","15quality, ",North America,:0000,:{8,2020-07-12,2022-01-03,0.82,0.84,1338,-1409
:i , ,Europe,", ",__orders }l,2020-07-10,2022-01-03,0.82,0.77,719,-1409
: ,00s.,Latin America,:: ,: 6,2019-06-08,2022-01-03,0.89,0.84,1218,-1409
", ",}rate-:00: ,Middle East & Africa,9_ ,: ,2019-01-22,2022-01-03,0.82,0.77,1241,-1409
-9id9,-8,Asia Pacific,",delivery_country",",qualityordersT009l9_",2019-09-26,2022-01-03,0.82,0.8,752,-1409
",__,8",": 0,00",Middle East & Africa,: ,,2019-08-22,2022-01-03,0.9,0.88,1030,-1409
_,: ,North America, ,aregion,2019-06-02,2022-01-03,0.82,0.88,860,-1409
ide:id_deliverydelivery_,id,North America,SUP,data,2018-12-22,2022-01-03,0.82,0.78,1243,-1409
00.8 -71 ,008,Latin America,@{,:_score_9_suppliedend,2020-11-18,2022-01-03,0.89,0.85,897,-1409
":-,, ",:,North America,}{,total00supplied-: ,2019-01-07,2022-01-03,0.82,0.88,1012,-1409
:8: l,", {",Europe,"contract00, _delivery_e1, ",supplier_1,2019-05-04,2022-01-03,0.86,0.84,1266,-1409
",00 s,",", ",Europe,8,: ,2020-11-22,2022-01-03,0.93,0.85,1251,-1409
contract_T00.-,"suppliedend,orders_.",Asia Pacific, 0- ,", ",2018-05-10,2022-01-03,0.89,0.88,966,-1409
supplier ,"supplier5scorestart--, delivery-4",Asia Pacific,lregion ,start ,2021-04-03,2022-01-03,0.83,0.85,685,-1409
8T00contract-supplied00,: ,Asia Pacific,00s_00,,2018-08-08,2022-01-03,0.84,0.87,1214,-1409
contactcontact@,: ,Middle East & Africa,":region8supplier,00a-{",contract_s,2020-07-30,2022-01-03,0.82,0.85,657,-1409
",00_o}-_: ",country-:50000,Asia Pacific,contract_1._end00,::00,2018-05-10,2022-01-03,0.87,0.82,1341,-1409
@,endT00id9score_rateT00T00:,Asia Pacific,"::00, ",,2019-01-14,2022-01-04,0.89,0.88,846,-1408
,"region0000,{:00-total9,score ",Asia Pacific,rate9, ,2020-02-10,2022-01-04,0.93,0.88,1666,-1408
4,_country 0,Asia Pacific,".ido,_:,{",-:-contract-,2018-11-18,2022-01-04,0.83,0.8,2106,-1408
: ,contactT00@,North America,"regiontotal, ",", ",2021-04-14,2022-01-04,0.93,0.83,872,-1408
00: ,,North America,", ",_starttime.,2018-07-19,2022-01-04,0.82,0.82,3118,-1408
",scorecontract,7-delivery on",: ,Europe,:,,2020-01-02,2022-01-04,0.86,0.78,695,-1408
: ,_,Asia Pacific,: ,,2020-07-20,2022-01-04,0.93,0.77,991,-1408
,supplier ,Asia Pacific,: ,: ,2018-05-10,2022-01-04,0.93,0.85,611,-1408
on: ,":country6, ",Asia Pacific,contract,8-T00: ,2018-05-10,2022-01-04,0.93,0.88,1109,-1408
-:@3,",s -",Europe,-, {delivery_contact,2020-02-18,2022-01-05,0.83,0.8,1248,-1407
: ,: ,Europe,supplier0,,2021-01-12,2022-01-05,0.82,0.82,1561,-1407
: ,supplier ,Europe,5 ,contactstart,2019-02-05,2022-01-05,0.93,0.88,1330,-1407
data00_contact,_@,Middle East & Africa,", ",,2018-05-10,2022-01-05,0.93,0.88,1014,-1407
_,88_,Europe,-}_87,"}{orders9,1_endemail",2019-09-12,2022-01-05,0.88,0.85,848,-1407
:_ ,,North America,T00,,2020-11-15,2022-01-05,0.89,0.82,2109,-1407
", ",: ,Europe,: ,: ,2018-07-15,2022-01-05,0.93,0.87,1330,-1407
", e1-37s",: ,Middle East & Africa,:contract,,2020-05-12,2022-01-05,0.82,0.88,3120,-1407
supplier 0_,contracttime,Asia Pacific,country,p 0SUP291,2020-09-14,2022-01-05,0.83,0.8,1557,-1407
 ,",9",Asia Pacific,2@}email@,:-0000id}8: ,2018-07-10,2022-01-05,0.83,0.88,3107,-1407
supplier_._l,:,Europe,_,:quality ,2021-07-08,2022-01-05,0.88,0.8,2376,-1407
on_9: 0 ,", ",Europe,"-, ",-8name,2020-05-18,2022-01-05,0.93,0.77,2103,-1407
":0.totalcontract8,",-region_,Latin America,_on,,2019-11-17,2022-01-05,0.89,0.86,663,-1407
supplier_,":00, ",Asia Pacific,: }9@,-n00,2018-09-25,2022-01-05,0.91,0.8,1984,-1407
"qualityrate_ 0, ",: ,North America,7-00-- ,},2021-06-17,2022-01-05,0.89,0.84,3120,-1407
} 4 0SUP-_-., ,Europe,supplier ,5._,2020-12-01,2022-01-05,0.93,0.8,3120,-1407
",-emaildelivery0__--3id",: nameT00,Latin America,{_e_,"-2start8l003,end_4oemail{acontact.ee",2021-01-27,2022-01-05,0.82,0.8,1572,-1407
start,{: ,North America,: ,data_ordersend@,2020-11-08,2022-01-05,0.89,0.79,1992,-1407
 a{,: {,Asia Pacific,", ", ,2018-07-10,2022-01-05,0.91,0.81,981,-1407
n . ,,Asia Pacific,", ",: ,2019-01-03,2022-01-05,0.88,0.82,2106,-1407
 ,: ,Europe,"202}., ",", ",2021-07-10,2022-01-05,0.83,0.81,863,-1407
contact, ,Asia Pacific,", ",: ,2019-05-10,2022-01-05,0.88,0.78,1341,-1407
: ,", ",Asia Pacific,: ,8_ ,2019-05-03,2022-01-05,0.83,0.82,1012,-1407
", ","a_00_, ",Asia Pacific,,-startsupplier 09,2020-06-22,2022-01-05,0.82,0.77,540,-1407
T00orders00,00,Asia Pacific,"on_7-,time ",2-,2018-05-10,2022-01-06,0.88,0.88,725,-1406
"_ie,7contract0.",", ",Latin America,"contact,, ","supplier8,delivery_email: ",2020-09-02,2022-01-07,0.93,0.88,1359,-1405
", ",.:00e}i,Europe,.contract:,,2020-05-30,2022-01-07,0.89,0.8,864,-1405
quality_3ordersrate0,data ,North America,202-00._ ,.id,2021-07-22,2022-01-07,0.89,0.85,3104,-1405
",",: ,Europe,",:: ",4,2018-07-14,2022-01-07,0.93,0.82,740,-1405
",-: ","contact00.orders-45, ",Europe,: {,: ,2018-05-10,2022-01-07,0.93,0.8,698,-1405
:,,Asia Pacific,}SUP,", ",2021-05-14,2022-01-07,0.87,0.87,1246,-1405
supplier0000,SUPontime  00,Asia Pacific,start 0,", ",2018-05-21,2022-01-08,0.85,0.88,1898,-1404
:country,202-,Asia Pacific,a ,", ",2019-12-05,2022-01-08,0.84,0.85,825,-1404
supplier_4anameid , ,Europe,}_supplied,:id2,2019-07-21,2022-01-08,0.82,0.87,739,-1404
", ",SUPregionpstart@2,Europe,_id{name: 000totaledata_timee00delivery9_--total,supplied00supplier00,2021-01-03,2022-01-08,0.93,0.82,1358,-1404
,00,Europe,contract ,: ,2019-09-24,2022-01-08,0.93,0.82,2308,-1404
 {,":_.,contract-",Middle East & Africa,S: ,_ ,2020-01-20,2022-01-09,0.86,0.84,863,-1403
5emailratep_00,_T00,Europe,contact 0,rate_-score-: ,2021-05-01,2022-01-09,0.82,0.77,885,-1403
",quality .",: ,Europe,total_.,s_9.T00 0 0scorea,2020-12-10,2022-01-09,0.88,0.77,3103,-1403
:00,quality__name,Europe,",region ",:n ,2018-07-23,2022-01-09,0.9,0.84,907,-1403
,", ",Europe,: ,", email, ",2018-08-25,2022-01-09,0.84,0.87,540,-1403
total_2, ,Europe,,contract_rate,2018-12-15,2022-01-10,0.83,0.86,1614,-1402
",name_delivery",ntime_ ,Latin America,7_a0--,{,2018-05-30,2022-01-10,0.93,0.87,2750,-1402
qualityquality_0000,: ,North America,qualitye: ,,2018-11-14,2022-01-10,0.86,0.88,892,-1402
__4._oid_orders::regioncontact8_,@{,Europe,S_ 0,,2020-06-21,2022-01-10,0.92,0.77,1253,-1402
data,T00: ,Europe,supplier--countrysupplieremail: ,", ",2018-05-10,2022-01-10,0.9,0.85,698,-1402
", .",: -_}quality00o,Asia Pacific,.contract_49@_08supplied,SUPoorders,2021-07-22,2022-01-10,0.92,0.88,3105,-1402
:_:0.,: ,Europe,:00country,-00 0o_,2018-05-10,2022-01-10,0.86,0.79,724,-1402
,4on8_.on_ ,North America,",-} ",", ",2020-05-30,2022-01-10,0.86,0.84,973,-1402
 ,", ",North America,- 0sdelivery,_ ,2020-01-30,2022-01-10,0.85,0.87,3041,-1402
-__time,totalorders9,Latin America,: ,,2021-05-29,2022-01-10,0.86,0.84,1467,-1402
contractcontract_:: ,._orders_00,Latin America,__,"quality2.82,_score:.a0",2018-05-19,2022-01-10,0.86,0.81,1256,-1402
SUP,countryscountry_email9__delivery8T00: ,Europe,", 54qualitynsupplier-::00on1score-",: ,2018-09-20,2022-01-10,0.88,0.8,2115,-1402
:},},Asia Pacific,:__l,_-,2019-05-14,2022-01-10,0.82,0.88,3114,-1402
 ,,Middle East & Africa,, ,2021-07-12,2022-01-10,0.83,0.79,1052,-1402
,"202_,idend",Europe,contractcountry,contacttotal,2021-03-14,2022-01-10,0.93,0.87,875,-1402
, ,Europe,p{orders81,,2019-03-15,2022-01-10,0.93,0.82,3101,-1402
, 0supplier97,Asia Pacific,: ,: ,2019-07-10,2022-01-10,0.93,0.85,1244,-1402
: ,SUP:rate- {,Europe,qualitys{,contact_supplied ,2021-05-10,2022-01-11,0.83,0.83,555,-1401
name_total: ,id.,Middle East & Africa,on,: ,2018-07-15,2022-01-11,0.93,0.86,1297,-1401
Stotalrate00,: ,Europe,00: {,contract00endscoresuppliernamedelivery_,2018-10-12,2022-01-11,0.93,0.87,1329,-1401
_supplier_name,,Asia Pacific,", 00",country2@78{data,2020-02-10,2022-01-11,0.82,0.78,1986,-1401
: ,: s1supplier,Asia Pacific,: ,,2019-05-08,2022-01-11,0.93,0.87,1899,-1401
:T00ocountry ,,Europe,8 ,00,2020-05-01,2022-01-11,0.93,0.82,1587,-1401
:_ ,region ,North America,__supplied,",p ",2018-05-10,2022-01-11,0.84,0.88,3088,-1401
0qualityss,. ,Latin America,country-oncontract ,:qualitydelivery},2019-01-21,2022-01-11,0.88,0.77,2117,-1401
country}} 259,202_s,Europe,_008:_,:8o--s s,2019-03-01,2022-01-11,0.91,0.88,553,-1401
} ,: ,North America,: ,-contact4,2018-07-26,2022-01-11,0.92,0.87,1028,-1401
supplier9delivery_email: scoresupplier0{,,Europe,00_,"supplier,00",2021-07-07,2022-01-11,0.87,0.77,2967,-1401
on,: ,Middle East & Africa,contract8contact-_,: ,2020-12-15,2022-01-11,0.87,0.8,3110,-1401
country__,":, ",North America,contacton,: ,2018-05-10,2022-01-11,0.93,0.88,2033,-1401
contact ,:name,Europe,"1, ",,2021-07-22,2022-01-12,0.82,0.8,1934,-1400
total,start:a.,Europe,00_}score{: ,A@__.name,2018-08-10,2022-01-12,0.92,0.84,1244,-1400
contract0,",_} _rate ",North America,supplier-: ,:2-n27e ,2019-08-05,2022-01-12,0.89,0.88,1269,-1400
", ",contractid: ,North America,a0,{,2019-07-24,2022-01-12,0.93,0.85,2114,-1400
total,lonemail,Latin America,: ,,2018-07-12,2022-01-12,0.93,0.84,864,-1400
: ,total_delivery}_-_name,Europe,supplier_,: ,2019-11-12,2022-01-12,0.92,0.84,551,-1400
: ,:-,Asia Pacific,4{_,score:_8_score,2020-07-21,2022-01-12,0.86,0.88,2117,-1400
@,,Asia Pacific,.,_}_total,2021-07-22,2022-01-12,0.93,0.88,2144,-1400
l,contact: ,Asia Pacific,-score_,: ,2020-08-20,2022-01-12,0.87,0.84,1254,-1400
supplier:orders_score2quality_:,}ordersSUP-,North America,: ,", ",2020-12-05,2022-01-12,0.83,0.88,918,-1400
 0,,Latin America,SUP_ -00,"contractrate_delivery 0,00-o37",2019-11-20,2022-01-12,0.86,0.78,682,-1400
contact_:id,,Asia Pacific,: ,7,2020-07-01,2022-01-12,0.87,0.8,1348,-1400
: ,8,Europe,,", ",2018-12-12,2022-01-12,0.82,0.84,3103,-1400
"00contract ,", ,North America,", ",total__@,2019-07-14,2022-01-12,0.84,0.83,608,-1400
n_ -_{,:}_.delivery,Europe,contract, ,2021-02-01,2022-01-12,0.84,0.88,2225,-1400
",8orderss_",: ,Latin America,: ,8- 08 ,2019-01-25,2022-01-12,0.83,0.84,1992,-1400
:suppliers_supplier_rate,":00,contract, ",Middle East & Africa,}region:T00,",",2021-07-22,2022-01-12,0.89,0.83,1072,-1400
", ",", ",Asia Pacific,quality ,A00,2020-02-20,2022-01-12,0.88,0.88,1264,-1400
: ,: ,North America,.email}00{, 0,2020-03-05,2022-01-12,0.93,0.86,977,-1400
: ,", ",Europe,}_} ,", ",2019-05-23,2022-01-12,0.87,0.88,1980,-1400
contact}7endT003total,:-9 ,Asia Pacific,",_equalitystart_.", ,2020-12-14,2022-01-12,0.93,0.85,999,-1400
"contract,_.pdelivery,._score1_rate",-:}00 ,North America,": 0, {",: ,2020-07-16,2022-01-12,0.84,0.82,3120,-1400
: ,", ",Asia Pacific,@,data ,2021-07-22,2022-01-12,0.88,0.88,3120,-1400
contractcountry:,00_s2:008s,North America,", ",: ,2021-05-01,2022-01-12,0.87,0.8,1550,-1400
s ,_ ,Europe,,--7,2021-07-22,2022-01-12,0.91,0.81,831,-1400
 01rate93,start 0ss}l009,Asia Pacific,: ,oncontract_id,2018-06-02,2022-01-12,0.83,0.88,2116,-1400
:SUP____name,,Europe,data 0name-2 -1contactorders : ,: ,2019-07-08,2022-01-12,0.82,0.82,1495,-1400
contract:o, ,Europe,8-: ,},2018-05-10,2022-01-12,0.92,0.87,1015,-1400
ss,:id ,Latin America,: ,data ,2018-07-05,2022-01-12,0.92,0.78,2813,-1400
".countrytotal, ",name,Middle East & Africa, ,:.,2019-11-12,2022-01-12,0.82,0.81,1069,-1400
",_s",: ,Middle East & Africa,:a3,1}total__orders,2019-07-18,2022-01-12,0.82,0.84,620,-1400
s,_ ,Latin America,total,: ,2021-07-22,2022-01-12,0.83,0.83,550,-1400
 ,:.supplier@-}1o ,Europe,: ,regioncountryidl} 06delivery_supplied_: ,2019-06-10,2022-01-12,0.83,0.84,3120,-1400
: ,on ,Asia Pacific,", ",contract eid8sn200:,2019-09-25,2022-01-12,0.93,0.82,3110,-1400
-_ ,-00: ,Europe,s}7,s7.quality4i: ,2019-09-05,2022-01-12,0.82,0.84,711,-1400
.on ,}supplier_scorerateid8_l ,North America, ,",: ",2019-05-16,2022-01-12,0.82,0.87,1555,-1400
",_orders ,",contract_email ,Asia Pacific,1contact ,-_rate0,2019-10-14,2022-01-12,0.82,0.88,600,-1400
: ,{,Europe,"_, ", 0_,2021-05-08,2022-01-12,0.84,0.85,964,-1400
": __i, 0email9",}  ,Europe,supplied,:_timesupplier ,2020-07-22,2022-01-12,0.86,0.85,3105,-1400
contract00 0.42:T0087ende,_contract-}00_,Latin America,", ",-rateT00::,2018-05-12,2022-01-12,0.86,0.77,2013,-1400
: .3delivery, ,Europe,00,@_scoreorders 0e_total,2018-05-10,2022-01-12,0.86,0.77,644,-1400
",endcontracttotal{",", ",Asia Pacific,", ",", ",2021-03-01,2022-01-12,0.93,0.87,3120,-1400
T00: ,.supplier},Europe,}_:_s_,000 {,2018-07-15,2022-01-12,0.88,0.88,1403,-1400
",8",,North America,: ,_ ,2018-05-24,2022-01-12,0.83,0.87,1415,-1400
contact:qualitytime,", 6score",Middle East & Africa,: ,_on,2019-08-27,2022-01-12,0.87,0.83,836,-1400
: ,: ,North America,_ ,contracttotal__supplier,2021-07-22,2022-01-12,0.82,0.78,666,-1400
 ,quality._:idson}acontracta,Europe,",00",:- 000nregionemail ,2021-04-20,2022-01-13,0.93,0.87,2416,-1399
: ,: ,Latin America, __00,,2021-07-22,2022-01-13,0.82,0.86,866,-1399
e}@00,0,North America, 0o,:,2020-02-25,2022-01-13,0.88,0.88,2123,-1399
l5name ,-7_.,Europe,contract ,: ,2020-03-02,2022-01-13,0.86,0.77,670,-1399
: ,supplier,Asia Pacific,rateorders-_supplier7_,: contractl,2020-07-03,2022-01-13,0.88,0.78,1243,-1399
: 23:start,contract ,North America,a ,_ 00email_data,2018-11-30,2022-01-13,0.93,0.84,549,-1399
contractcontract,_delivery_,Europe,,":, ",2020-07-20,2022-01-13,0.88,0.84,1249,-1399
":, ",_.region{,North America,: ,"contact9, ",2020-07-15,2022-01-13,0.88,0.79,1155,-1399
 ,", 00",Europe,: ,: ,2019-09-09,2022-01-14,0.93,0.83,3119,-1398
,8{}e},Europe,,,2019-09-30,2022-01-14,0.93,0.88,540,-1398
0095: ,-,North America,,pdelivery:_1,2018-09-26,2022-01-14,0.82,0.84,1939,-1398
_,on,Asia Pacific,.o ,",-_.contactend",2018-07-14,2022-01-14,0.92,0.88,649,-1398
data,quality,Europe,_8_-{,,2019-03-14,2022-01-14,0.93,0.88,3099,-1398
", ",", ",Europe,",",:{_a_,2020-05-03,2022-01-14,0.88,0.85,2104,-1398
contact00:{ ,: ,Middle East & Africa,_}_id}@o8 ,supplier00country1,2018-09-05,2022-01-14,0.93,0.81,733,-1398
 ,country,North America,:SUP,8__orderssupplied811,2018-12-26,2022-01-14,0.82,0.83,1246,-1398
", ",2,Europe,: , ,2021-01-12,2022-01-14,0.87,0.88,1004,-1398
:0e4,__start,Europe,", ",}supplier ,2018-05-10,2022-01-14,0.88,0.83,2114,-1398
"_country:, ",: ,Latin America,: ,202},2020-12-12,2022-01-14,0.93,0.77,1985,-1398
,"0.,a9",Latin America,:@5total9}_90,:,2018-07-22,2022-01-14,0.88,0.88,1074,-1398
:-contract: 0{,", ",North America,: ,supplier_delivery_,2019-07-12,2022-01-14,0.86,0.83,2100,-1398
email__@orderssupplied,name ,Europe,"00delivery:4,orders_",",on_.",2020-10-20,2022-01-14,0.93,0.77,842,-1398
: ,",o",Europe,"{_data:,on",: 0.5on email,2018-05-10,2022-01-14,0.82,0.77,980,-1398
email{,",}00 ",Latin America,: ,", ",2019-05-14,2022-01-14,0.82,0.88,774,-1398
8{: ," 000, ",Latin America,: ,: ,2020-12-20,2022-01-14,0.93,0.85,547,-1398
_00ssupplied-,rate7_orders_score:9_{,Asia Pacific,supplier_supplied,contract_7s,2019-11-12,2022-01-14,0.92,0.88,3119,-1398
id-s00,,Asia Pacific,-1-quality ,supplier9_end: _n ,2018-05-17,2022-01-14,0.88,0.88,2135,-1398
quality,", ",North America,{_time{o 7,", ",2021-06-12,2022-01-14,0.84,0.77,1895,-1398
}{contract_o,_,North America,0SUPquality1 0.4,,2018-07-12,2022-01-14,0.93,0.77,1986,-1398
delivery,score},North America,,", ",2018-05-15,2022-01-14,0.89,0.88,3105,-1398
4 ,"contract, {",Latin America,"region, ",", ",2019-06-12,2022-01-14,0.91,0.87,973,-1398
: ,"on, ",Latin America,", ",_SUP@ ,2021-05-22,2022-01-14,0.82,0.82,3101,-1398
id71 ,: ,Europe, ,contract,2018-05-10,2022-01-14,0.82,0.87,837,-1398
_ ,", ",Asia Pacific,n-_time,_ ,2021-07-22,2022-01-14,0.88,0.85,1089,-1398
8: ,totalrate,North America,", ",delivery8_id.2: ,2020-12-10,2022-01-14,0.82,0.88,1255,-1398
supplier,00total,Europe,contacte ,contractSUP,2019-09-03,2022-01-14,0.93,0.77,2981,-1398
 ,:rate,North America,a-,",_4end6",2019-07-05,2022-01-14,0.82,0.78,1447,-1398
", ",", ",North America,: ,contract ,2019-05-22,2022-01-14,0.82,0.87,764,-1398
: 0end0 ,delivery-id: ,Middle East & Africa,",4region:",", country",2018-05-10,2022-01-14,0.93,0.87,1247,-1398
region6e1,",1 ",North America,", ",_ ,2018-05-10,2022-01-14,0.93,0.77,999,-1398
,_idrate{,Middle East & Africa,supplierdeliverycontact___,end,2020-04-21,2022-01-14,0.89,0.77,3101,-1398
"country 5id,nameoname",4:00,Europe,:e,-orders: :{,2020-03-03,2022-01-14,0.84,0.87,2123,-1398
",:00idl.iSUPrate",", ",Europe,: ,"l., ",2019-07-30,2022-01-14,0.93,0.84,1340,-1398
", ",onregion,Europe,"_time_, ",", ",2018-06-18,2022-01-14,0.82,0.77,804,-1398
: ,,Asia Pacific,: , ,2019-08-10,2022-01-14,0.82,0.86,643,-1398
":id_, ",supplier_,North America,: ,ocontract ,2019-09-03,2022-01-14,0.87,0.88,2662,-1398
_: ,: ,Europe,: ,",idrate7",2018-05-15,2022-01-14,0.93,0.83,1568,-1398
supplier17 ,009,North America,,supplier__,2019-09-10,2022-01-15,0.93,0.88,1624,-1397
":ltimequality8,",country00___ 00,Europe,e_5supplieddata{,pidp_delivery_contractrate,2020-09-01,2022-01-15,0.88,0.78,755,-1397
A__ 0rate2{S_,"total,_-T00aid::, ",Latin America,-{,: ,2019-07-20,2022-01-15,0.86,0.88,1088,-1397
"onaorders,scoreondelivery7supplier90on1 0scoreT00} ",supplied_:00,Latin America,: ,contact{,2018-07-25,2022-01-15,0.93,0.86,888,-1397
_orders{9orders400:00,:,Latin America,"si-__,T00:00",}-,2019-07-22,2022-01-15,0.92,0.85,864,-1397
:supplier ,contract__2_@,Europe,data,contractrate: ,2020-09-20,2022-01-15,0.88,0.8,885,-1397
: ,:supplied,Asia Pacific,"-name,,, ",,2020-05-01,2022-01-15,0.82,0.88,1243,-1397
totallid__email,  ,Asia Pacific,SUPsupplier-:8_supplierT00, ,2021-04-02,2022-01-15,0.83,0.88,1309,-1397
data{: ,: ,Europe,:,1_.,2021-07-01,2022-01-16,0.82,0.82,862,-1396
,contact_7: ,Middle East & Africa,_,: ,2018-05-10,2022-01-16,0.87,0.85,2544,-1396
SUPe,country_score,Europe,", ", id2}00,2020-02-22,2022-01-16,0.84,0.82,904,-1396
o {,:start{,North America,quality_time4delivery,country:idscore 000suppliednend9delivery_00,2019-08-11,2022-01-16,0.82,0.87,3120,-1396
_orders,email,Middle East & Africa,,", ",2020-05-03,2022-01-16,0.83,0.84,2119,-1396
quality,2total_,North America,: ,: ,2019-11-10,2022-01-16,0.93,0.81,2040,-1396
nend,", ",Latin America,end 7}}: ,",_.-n ",2018-08-22,2022-01-16,0.87,0.87,1770,-1396
: ,contact,North America,_00start_ ,SUP _,2018-07-23,2022-01-16,0.89,0.88,548,-1396
_00,}00-8s,Europe,,4_email ,2020-05-20,2022-01-16,0.88,0.83,2949,-1396
_delivery,,Europe,_00,}_,2019-11-14,2022-01-16,0.82,0.88,995,-1396
":_8email_, ",",contact}-ne8. ",North America,supplier e,p,2018-07-03,2022-01-17,0.93,0.81,2149,-1395
:: ,"202000000time-contract, _",North America, ,,2018-05-10,2022-01-17,0.92,0.78,847,-1395
"00region_5,p",: ,Middle East & Africa,contractcontacttime ,", ",2019-01-14,2022-01-17,0.93,0.88,923,-1395
 ,7-supplied:,North America,contract,onSUP-03-email5: ,2019-12-22,2022-01-17,0.87,0.84,1366,-1395
: ,quality_id7 010},Latin America,"202, ",-supplier_supplier 0__,2021-05-26,2022-01-17,0.83,0.84,1980,-1395
,{supplier__ ,Europe,:00,":-,",2020-03-20,2022-01-17,0.86,0.88,868,-1395
: ,":_ 0-, ",Asia Pacific, 000,_start,2018-05-10,2022-01-17,0.82,0.82,3120,-1395
 00,": , ",North America,", ",supplierquality_delivery_,2018-11-06,2022-01-17,0.84,0.82,592,-1395
SUPrate, 08,North America,-T009,sdelivery-_:,2018-07-14,2022-01-17,0.82,0.87,2089,-1395
"datascore-,007",8{,Middle East & Africa," 0, ",region,2021-05-22,2022-01-17,0.82,0.77,2111,-1395
,", ",Middle East & Africa,contactemail-deliverya{,202-orderscontract_end_ 0@.asupplier.delivery,2020-08-08,2022-01-17,0.89,0.87,1016,-1395
", ", ,Europe,"2orders8ae0087, ",,2021-07-22,2022-01-17,0.83,0.88,1034,-1395
sT00:total, 0,Latin America,",_p00",supplied_,2019-03-12,2022-01-17,0.9,0.78,3119,-1395
,name,North America,: ,_,2018-05-10,2022-01-17,0.93,0.77,2914,-1395
a}contactrate@,:contract,Middle East & Africa,": },00: ",country_,2018-12-03,2022-01-17,0.82,0.77,3119,-1395
:_delivery,n ,Asia Pacific,: ,", {, ",2018-05-20,2022-01-17,0.82,0.77,993,-1395
contract,{,Europe,SendSUPes_:00,: ,2020-10-08,2022-01-17,0.83,0.85,2066,-1395
contract_id__},"p, ",North America,-a,9 0orders00:8:-}1 ,2019-03-12,2022-01-17,0.93,0.88,1352,-1395
", ",: ,Europe,_,:_ _@_sorders_u00,2019-07-02,2022-01-17,0.93,0.86,2757,-1395
: ,contact{,Latin America,_ ,contract_orders,2018-05-10,2022-01-17,0.89,0.88,2110,-1395
00:1-id2data-28T00,_oendtime ,Europe,: {, name,2021-07-22,2022-01-18,0.83,0.88,1341,-1394
data-: ,"SUPemail:orders, ",Europe,", ",{5,2018-07-12,2022-01-18,0.82,0.82,1552,-1394
,", ",North America,", ",@2idsupplier00contact ,2021-05-30,2022-01-18,0.82,0.78,2104,-1394
contact__orders__,", ",Europe,supplier_total-: ,p_002 ,2020-07-25,2022-01-18,0.91,0.87,2110,-1394
_email,_name ,Europe,{,supplier,2019-07-10,2022-01-18,0.93,0.88,2869,-1394
"contactorders3,: ",,Asia Pacific,,: ,2018-06-22,2022-01-18,0.82,0.88,540,-1394
: ,"_, ",North America,,: ,2020-05-05,2022-01-18,0.93,0.88,1242,-1394
: ,}e:,Asia Pacific,,"__.end-9-supplier_-,}",2021-01-14,2022-01-18,0.93,0.88,743,-1394
contactstart00 ,",@",North America,:}. ,",on}",2018-07-08,2022-01-18,0.89,0.81,2511,-1394
:9srate ,: ,North America,,"@-, ",2019-07-21,2022-01-18,0.83,0.87,2104,-1394
: ,:email ,Europe,on ,on_a,2020-09-13,2022-01-18,0.84,0.88,860,-1394
: ,: ,Latin America,: ,1_ordersend,2018-05-10,2022-01-18,0.93,0.84,540,-1394
endtimeT00:-l1-2email,supplier00:-quality,Asia Pacific,00,:supplier20___delivery_,2019-11-19,2022-01-18,0.82,0.8,3103,-1394
