supplier_id,supplier_name,region,country,contact_email,contract_start,contract_end,on_time_delivery_rate,quality_score,total_orders_supplied
",5id-delivery",",country",Latin America,on,"contacta_,p",2021-07-22,2026-01-12,0.93,0.77,742
contactT00., ,Asia Pacific,"oncontacton:supplier,qualityT00end9end@",",",2020-05-05,2022-06-18,0.83,0.78,2102
._: ,",contract, ",Middle East & Africa,"country00, ",contract_00_:,2020-08-02,2022-12-12,0.82,0.79,1675
{o_quality: ,: ,Europe,":, ", ,2021-06-03,2023-06-24,0.82,0.81,3115
nametotal ,,Asia Pacific,,: ,2019-01-29,2026-01-12,0.93,0.87,2108
 ,-2s,Europe,emails,", ",2021-02-01,2023-01-09,0.92,0.88,3089
contract,contracttime ,Latin America,", ",startsuppliertime7l:_email,2021-07-22,2022-03-23,0.93,0.81,3101
", ",":_00, ",Asia Pacific,rate,total,2019-04-02,2023-01-29,0.82,0.77,3106
delivery,: ,Europe,contract1namestart: ,",total4.82T00region,}00 ",2021-07-22,2023-01-09,0.93,0.88,1566
_SUP. ,"_00, ",Europe,total,:_country-9,2020-09-21,2023-03-04,0.88,0.88,1316
0-12,: ,Middle East & Africa,contactid_4,,2018-06-22,2025-11-05,0.88,0.81,1562
contract,country,Latin America,-,: : ,2018-05-10,2022-01-20,0.93,0.78,2640
9-@po 0,A: ,Europe,".,8a1region",name_supplied_.8_oscore,2019-03-02,2024-12-13,0.89,0.88,3103
8} ,: ,Asia Pacific,:0000score}name, ,2020-07-24,2026-01-12,0.93,0.88,2120
", ",: {,Latin America, 0,: ,2020-09-12,2024-01-14,0.83,0.84,991
:on. ,:,Middle East & Africa,",5}12 0-9}0000",,2019-11-11,2026-01-12,0.82,0.83,3119
contactsa}00,name00,Asia Pacific,contract, ,2018-05-10,2022-12-03,0.93,0.88,2781
country_a_10, ,Europe,_-, ,2019-03-28,2022-07-18,0.82,0.77,1556
08_,suppliercontract,Latin America,_ ,: {,2021-07-10,2025-01-18,0.82,0.84,1097
", ",- ,Middle East & Africa,: ,: ,2018-05-10,2024-03-01,0.88,0.88,878
",_",", ",North America,quality.,"quality,n 1ee",2018-05-10,2026-01-12,0.93,0.86,864
1___," 0, ",Latin America,: ,supplier} ,2019-03-03,2024-01-14,0.82,0.88,2333
_supplied 0aee email9id 4-9_:on,quality}score_2@,North America,"qualitystart, ",",start{",2018-09-14,2021-12-01,0.89,0.84,746
data}l 0contact_time: ,: ,North America,",",",}supplier,n89.-9_contract_n8namesuppliera {5: ",2019-03-12,2024-09-14,0.88,0.88,1857
: ,,Europe,00start,-_,2019-07-30,2026-01-12,0.82,0.88,772
1_,contact__suppliedcontactcontact__start-email005-:_start,Latin America,rate,202,2020-11-14,2026-01-12,0.87,0.85,1984
: ,",  0",Europe,regione.a5,{_ ,2021-05-04,2026-01-12,0.93,0.85,3102
:,,Middle East & Africa,,: ,2020-11-03,2022-03-26,0.84,0.8,2116
:rate ,supplied: 3,Asia Pacific,_orders--4000-contract, ,2018-05-10,2026-01-12,0.92,0.84,3120
,"e,",Europe,_:: ,:,2019-09-30,2026-01-12,0.83,0.81,660
_00_country, ,North America,,"supplier,rate",2019-06-30,2026-01-12,0.82,0.87,1344
",-0__orders} ",:{,Latin America,-,l_ordersic9_: {,2018-08-29,2024-11-02,0.93,0.78,3120
":00,totalnstart0",deliverySUPs1-_,Asia Pacific,}-} ,:score{@country8deliverys,2019-09-26,2026-01-12,0.93,0.87,3067
:5contract9rate00,:a ,North America,region00score,_{,2020-06-20,2023-09-18,0.93,0.87,903
 0-contract, ,Europe,-_score_0,"0, endend",2019-07-08,2022-09-12,0.92,0.78,707
",",5_ ,Europe,4startsupplier-supplier._email_,-}_total,2018-08-22,2024-06-22,0.87,0.83,653
: ,contactT00@,North America,"regiontotal, ",", ",2021-04-14,2022-01-04,0.93,0.83,872
totalname,contactsupplied,Asia Pacific,,supplier00,2020-03-22,2023-01-04,0.86,0.81,3104
: ,_startemail-ssupplierT00_.{,Latin America, ,"1id@,5-on-a_name:start",2020-05-05,2026-01-12,0.93,0.84,651
", ",5{.,Middle East & Africa,", ", 0_T00_email,2020-09-20,2024-04-15,0.91,0.81,2508
9_n ,", ",Asia Pacific,"total,orders ",contract-SUPaemailsupplied,2018-09-22,2023-09-07,0.92,0.81,872
"contactstart, ",: {,Latin America,", ",: ,2018-05-10,2025-11-29,0.93,0.87,546
",p_ratecountry",contacttotal.7 ,North America, , ,2019-11-12,2025-09-29,0.92,0.88,1890
"8}-2},SUP-9 ",_ ,Latin America,", ",: ,2020-08-21,2026-01-12,0.88,0.87,3120
:score,:8,North America,:.supplier,delivery_score ,2019-12-12,2024-11-21,0.88,0.86,897
":la.scorecontactsdelivery_9_, ",",p_id",North America,-_orders{,: -,2021-07-22,2024-06-13,0.88,0.85,971
:_-:,supplierend,Asia Pacific,n: },SUP_orders,2020-07-07,2025-07-24,0.93,0.83,2121
o_e 08-3,contract_:5}00regionregion00,Middle East & Africa,5, ,2018-07-10,2024-12-26,0.85,0.81,2113
contract,p0,North America,: ,"on_id.o00, ",2018-07-14,2026-01-12,0.93,0.86,2870
 ,: -,Asia Pacific,", ",_1,2018-12-08,2023-09-14,0.93,0.81,2505
: ,-,Europe,: ,: ,2021-07-22,2025-09-05,0.83,0.87,886
: ,: @ 0country,Europe,8  ,}supplied-_ 0 ,2021-07-22,2024-02-14,0.93,0.83,2865
__}7},contract4 ,North America,contact_rate ,: {,2021-07-22,2022-03-03,0.87,0.88,2801
:rate,,Europe,T00time,5}} ,2020-07-12,2024-06-10,0.93,0.77,3111
",, {8a",8.:}name,Europe,", ",", ",2021-04-08,2026-01-12,0.93,0.82,2113
:countryqualityid@,":, ",Middle East & Africa,,,2019-12-17,2022-12-12,0.88,0.86,1063
supplier_,_ ,Asia Pacific,:00_contact,: ,2021-07-22,2026-01-12,0.86,0.77,1764
:0000,:a,Middle East & Africa,", ",7_name,2020-08-20,2023-05-11,0.92,0.83,1920
l:00 0delivery:T00,",{e:e-T00:T00T00time-5- 7id4}8}rateSUP8 contracta3deliveryonSUP, ",Europe,on,: ,2020-03-17,2024-06-09,0.93,0.81,545
 ,scorerateemail,Europe,n4_,---.8,2019-08-12,2022-05-10,0.86,0.87,3107
: ,":score, ",Europe,contract ,contact_5rate}00: ,2021-05-12,2022-05-04,0.93,0.83,2109
,5_00:00 T00e00,Europe,00-time.__00.,"regiondelivery,_ ",2018-05-10,2026-01-12,0.93,0.82,899
:_, ,Europe,datacontract_oni3_delivery_deliveryqualitya_delivery,",_ _",2020-05-03,2021-12-01,0.89,0.84,540
: ,: ,North America,", ",T00:name8,2020-04-12,2024-09-05,0.82,0.87,1327
"contract,",: ,North America,: ,: ,2019-12-11,2022-10-18,0.82,0.77,2757
"a., {",", @",Europe,", ",} e,2018-07-22,2022-04-10,0.86,0.87,2111
"on, { quality 0@ssuppliercountry",contact-,North America,00}00,id_orders,2021-03-15,2022-04-03,0.88,0.86,3100
rate ,countrysupplied,Asia Pacific,: ,", ",2018-05-10,2026-01-12,0.83,0.83,3104
region,", ",Asia Pacific,: ,total--1_5_,2018-05-10,2023-01-07,0.93,0.83,1291
start:ls.region ,8_9,Middle East & Africa,"totalon@aid,_supplied","supplier_.emailo,timeend-, 7, ",2018-10-22,2024-09-12,0.88,0.87,2719
: ,",: 0.,orders ",Latin America,00  ,,2020-11-12,2023-11-14,0.92,0.87,540
{__.00orders_ ,": , 82_5delivery429country0deliveryd,T00 ",Europe,: ,202-@email_email3country_,2018-05-12,2024-09-30,0.93,0.83,779
T00@countryregion:00,: ,Europe,0,: ,2020-02-01,2024-11-12,0.89,0.85,1562
total--supplieron,00: 0,Europe,: _name,00 ,2020-09-21,2021-12-01,0.87,0.82,861
: s,": name, ",Europe,"-12a_7,@,004.,008 1_00",",",2019-08-15,2021-12-01,0.93,0.82,1452
contactend00,supplier,North America,:orders_l.,: ,2018-07-14,2026-01-12,0.93,0.84,980
", .",", ",Asia Pacific,", ",1aa2: ,2018-05-14,2023-11-05,0.82,0.85,1451
99{, {,Latin America, 07-,:name,2020-12-22,2026-01-12,0.83,0.86,2161
country: , ,Middle East & Africa,"contact, ",: ,2021-07-22,2022-03-01,0.93,0.8,991
", ",:8,Latin America,SUPn__on_,", ",2018-12-18,2023-03-09,0.93,0.88,1305
a 0rate1email--2contract,regiono,North America,4time ,",, -}a_ ",2020-07-17,2022-02-20,0.82,0.81,1089
",_delivery",_ ,Europe, 08quality_.,-}score0-: ,2019-07-05,2026-01-12,0.89,0.88,913
- ,",",North America,: ,__deliveryname,2019-12-04,2023-11-14,0.88,0.88,737
}83p,"start: 00,98: ",Latin America,_score,15__contract: ,2019-08-29,2024-03-12,0.92,0.79,1060
00,"SUP,}7, ",Europe,-end}opcountryidsupplied_:{,contact ,2018-11-25,2026-01-12,0.84,0.77,878
", ",countrycontract,Asia Pacific, ,: ,2020-02-12,2024-12-10,0.82,0.81,1312
{,on ,Europe,data576}-_ 07:.-{,", ",2019-12-15,2022-03-10,0.91,0.85,2394
1data,supplier_ 000: ,North America,: ,", ",2018-07-12,2024-11-22,0.93,0.8,3115
",quality,",contactsdelivery,Asia Pacific,SUP_--1-,_: ,2019-04-02,2024-06-01,0.88,0.85,722
-time-,: ,North America,_-SUP4name0,s,2018-05-10,2025-07-18,0.82,0.86,3026
contractend_,_ ,North America,-contract 0SUPend_timea,": ,",2021-07-12,2024-06-14,0.88,0.77,1262
", ",endstart4_ -5e_eSUP,North America,supplier. ,: ,2020-06-14,2022-12-16,0.82,0.77,1889
: ,n78 06 ,Asia Pacific,:,: ,2020-07-20,2026-01-12,0.82,0.82,667
,", 0",Europe,00s,{0}}regionon,2021-02-12,2026-01-12,0.88,0.84,3110
: ,", ",North America,",",country,2018-07-03,2025-01-05,0.82,0.81,553
"s_}_T00supplier_,@ supplier3ssuppliedn_ ai", ,Europe,",time . ",contact_85@,2018-07-22,2022-03-20,0.89,0.81,2193
supplier ,: ,North America,supplier8}a: ,_- 00n-.}8-,2018-05-10,2025-10-17,0.93,0.82,3101
:}@_4-6delivery:contract48,countrysdelivery2contract_0000,North America,8_,contract_rate,2019-01-27,2026-01-12,0.93,0.86,878
region,name,Latin America,: ,"S, ",2020-07-30,2025-07-21,0.87,0.85,876
 ,contract:8,North America,contact, ,2019-12-17,2022-09-17,0.83,0.85,1230
{names,:suppliername.-n::00time00,Europe,contract-._rate,_7},2021-07-22,2023-02-14,0.86,0.81,3101
email,",00,T00",North America,total0,",_orders ",2018-12-14,2024-12-02,0.82,0.88,2869
quality-deliverytimea: ,"contractorders, ",Middle East & Africa,: ,"SUPT00name_deliveryemail, ",2020-07-17,2024-11-01,0.88,0.83,1511
quality_-,,Asia Pacific,ido_score8} ,country-,2018-12-20,2021-12-03,0.86,0.82,3114
country,country 00,Middle East & Africa,contract_.,supplier{---_9country28country,2019-07-17,2024-01-02,0.93,0.85,1892
,"supplied-1.. 0_-supplierdeliveryoncountry8contract:00eidT002:, ",Middle East & Africa,1-__.,: ,2018-05-10,2025-06-03,0.82,0.84,2154
ratequality__suppliedtimestart,", ",North America,on,: ,2018-05-22,2023-12-30,0.9,0.88,3120
: ,: }8 ,North America,:00i,supplier_ida_8regioni7,2018-06-18,2023-01-08,0.93,0.78,718
", ",",time 0-nameo}1-orders8_start}00",Latin America, ,:contract ,2020-03-12,2026-01-12,0.93,0.87,2895
supplier_idnamecountry,quality- ,Middle East & Africa,country00{,", ",2021-07-22,2022-02-01,0.88,0.82,1865
supplier__name,contractorders_a,North America,{ ,: ,2018-05-18,2026-01-12,0.82,0.84,742
:00delivery,contractT00,North America,contact: ,contract00,2018-09-12,2023-03-17,0.93,0.85,541
"supplier,supplied",datatime,North America,n,data_ 0,2019-05-21,2024-04-21,0.89,0.77,2098
1_,odelivery00,Latin America,", ",SUP,2020-07-17,2022-08-20,0.88,0.8,971
:i,"contract_3, score_2",Middle East & Africa,SUP.,suppliersupplier_ordersadeliverydelivery: ,2019-01-12,2026-01-12,0.93,0.86,716
",o",:  ,Latin America,":--orders7ordersorders7-qualitycontact}on__.orders5_, on",,2018-05-10,2026-01-12,0.88,0.87,1241
: ,", ",North America,:00 ,: ,2018-06-24,2022-12-21,0.92,0.83,2633
A , ,Europe,:,: ,2018-06-17,2023-05-01,0.93,0.88,2564
: ,,Asia Pacific,"contact, ",contract-01supplier_suppliedstart.,2021-07-22,2023-05-21,0.93,0.82,2132
supplier,", ",Europe,total,",}email ",2021-07-15,2022-05-07,0.82,0.83,1562
qualitysuppliercontract__,:data,North America,,supplied00-12 ,2020-06-20,2026-01-12,0.93,0.82,1246
"1_, ",supplier_.9,Latin America,", 9score00",region_SUP_rateid- contract{oncontact:,2021-07-22,2022-03-03,0.82,0.84,3101
: ,",T00.,deliverytime",Europe,"_, ",:data ,2019-12-18,2022-11-11,0.93,0.77,3112
", ",:orders_score} ,North America,: ,,2018-05-10,2024-05-05,0.82,0.86,2120
: ,quality: ,Europe,countrySUPdelivery,.delivery,2021-01-13,2023-07-12,0.89,0.85,1961
7,contract,Europe,oid.}-ordersend,:1} ,2021-01-30,2024-11-30,0.87,0.83,1140
delivery, ,North America,8email0,:quality1,2020-12-15,2024-07-05,0.86,0.88,2038
l.orders ,",, ",Europe, {time_-timen}-l ,",_0",2018-07-29,2022-05-23,0.88,0.88,995
00,: ,Asia Pacific,_9,{,2020-05-25,2025-01-19,0.88,0.88,1345
_00,: ,North America,,,2020-02-14,2025-06-10,0.82,0.84,1260
contractid-,"aaquality ratea3a2contract3contract:, ",Latin America,T00 ,",T00contact_0",2020-06-15,2024-09-14,0.92,0.83,1494
"suppliern6on@{contact.5time,T00l","supplier, ",Latin America,,},2018-05-10,2024-02-14,0.82,0.77,1454
: ,SUP,North America,: , ,2020-02-14,2021-12-01,0.82,0.81,719
s8,", ",Latin America,1aorderss9,supplied: ,2018-05-10,2026-01-12,0.88,0.85,1272
"supplier,{",", ",North America,}_supplied,"startadelivery},  0e",2018-11-07,2021-12-01,0.86,0.83,3119
4_: ,: ,Asia Pacific, ,":emailic},2",2020-02-25,2025-12-12,0.93,0.86,552
oncountry,", ",Asia Pacific,":, ",supplier ,2019-07-13,2024-02-01,0.82,0.82,3120
9supplied1, ,North America,: ,",totalp{52p.icp-",2018-05-10,2025-05-16,0.82,0.87,1291
"-202, ",email__rate: ,Asia Pacific,,: {,2019-09-24,2023-04-01,0.92,0.85,2829
: ,T00_5_name,Europe,.3,- 0:,2020-12-18,2023-05-03,0.88,0.87,1562
:0-5_7@,:00,North America,: ,: ,2018-07-18,2026-01-05,0.93,0.81,1244
_i_ 000deliverytotal8regionT00,}}6,North America, ,: ,2021-03-14,2026-01-12,0.93,0.83,3112
"contactquality, ",total_id,Europe, ,"-,8,scorepid_end",2020-04-14,2024-03-21,0.93,0.86,1407
", ",SUP:,North America,so8,:00delivery,2020-03-30,2023-01-20,0.93,0.87,3075
start nname{T00_}1: ,"name _ratedelivery._00,}-, ",North America,":00supplier8start{9,- 0 ",:.00,2018-12-21,2024-07-20,0.86,0.83,644
contract_name,,Latin America,: @,: ,2018-07-28,2024-03-28,0.82,0.88,1883
"on,startp.",Sa,North America, 0 ,supplier_ 03,2021-01-29,2025-01-05,0.93,0.77,1020
: ,", ",Middle East & Africa,s,_{,2019-05-11,2022-06-05,0.88,0.82,927
: ,202100,Asia Pacific,-@s2i,", ",2018-05-10,2025-09-27,0.82,0.86,1003
suppliercontactorders :, ,Europe,"_,_email",00 757: ,2020-02-20,2023-03-03,0.89,0.84,1320
", ",id{_,North America,supplier,: ,2021-02-21,2022-02-12,0.82,0.86,739
", ",", ",Middle East & Africa,", ",_._},2019-01-14,2026-01-12,0.89,0.88,3118
"totalratecountry,end_0-00",,Europe,supplier_4 ,,2019-04-22,2021-12-01,0.88,0.82,1321
A,__score:00: ,North America,end: , ,2018-12-03,2022-03-03,0.83,0.83,752
supplied,: ,Middle East & Africa,: ,region_,2018-07-30,2022-12-17,0.91,0.85,621
", ",n_00_data2,Asia Pacific,:4,Sncontract_}:: ,2020-09-22,2022-03-21,0.82,0.84,1341
qualityorders5__supplier_eal,: ,Latin America,supplier: ,on,2020-06-03,2021-12-01,0.92,0.88,1367
:.00_}@{,", ",Middle East & Africa,: ,: ,2019-02-28,2022-08-21,0.83,0.85,540
"contract_i,score@9: 00",,North America,supplied ,".supplieratime-., ",2018-05-22,2025-05-16,0.93,0.85,1279
",8-email",:-,Europe,contract{supplied,on: ,2020-12-27,2021-12-01,0.88,0.83,3111
contractatotal_00@55,-end ,Latin America,",_time",: ,2020-02-22,2023-12-12,0.86,0.77,759
:: ,:-.4,Latin America,_e1,: ,2019-07-30,2023-01-01,0.9,0.84,818
"delivery__, ",":, ",Asia Pacific,: ,",start",2018-10-09,2024-09-01,0.83,0.84,3120
",: ",,North America,A3 ,supplier_ ,2019-01-03,2023-01-12,0.82,0.84,3107
00 ,9: ,Middle East & Africa,:supplieda___ ,_8_supplier_id,2019-02-15,2026-01-12,0.91,0.88,2900
8_00,,Middle East & Africa,region 0region- 0 ,:8 ,2018-11-22,2025-04-05,0.93,0.77,1644
,country00contact9_.e4 0,Europe,:: ,A_,2020-07-12,2023-01-21,0.93,0.85,3120
: ,00-92orders_time-}500,Asia Pacific,", ",29_,2018-05-10,2025-01-19,0.83,0.86,1920
quality,: ,Asia Pacific,datacountry1_8,- ,2019-11-29,2024-03-12,0.82,0.82,1574
country ,", ",North America,,0}supplier,2020-11-20,2023-04-20,0.82,0.88,751
supplier,: ,North America,-- ,e__ ,2021-01-22,2024-09-10,0.82,0.86,740
{,,Latin America,:00 ,,2020-12-03,2021-12-01,0.93,0.88,1882
country,",  ",Latin America,contract7_supplied@,contract 0- ,2019-12-15,2023-12-20,0.82,0.82,1985
:-contract-8400,:,Europe,", ",", ",2019-01-30,2024-09-30,0.89,0.86,1024
rate-,8lquality..countryequality1,Europe,-,score,2018-05-10,2026-01-12,0.87,0.87,1496
: , 0,Europe,,:s,2019-08-21,2021-12-01,0.87,0.85,1656
7,: ,Europe,":, ",: ,2018-11-14,2023-01-10,0.93,0.88,2147
:-{data-_5supplied,,Latin America,:rate: ,",0",2018-05-10,2024-05-09,0.86,0.87,540
",,_s",":.T008.84,",Europe,:l.T008T00email ,,2019-03-17,2021-12-01,0.92,0.87,1208
", ",: ,Asia Pacific,,}.8_,2021-07-18,2024-09-08,0.9,0.87,1317
 , ,Latin America,,lecontract,2021-07-10,2023-01-26,0.82,0.83,540
l,",-8_scoresupplieda:1email",Europe,region,: ,2021-07-15,2026-01-12,0.93,0.85,3110
: ,quality.supplier4 ,Middle East & Africa,"2,",", {",2021-05-18,2026-01-12,0.82,0.88,1282
stotal_: ,contract_e: ,Asia Pacific, , on_,2019-05-22,2024-06-05,0.87,0.77,862
:i ,contact. ,Latin America,_score_s}.5,,2018-07-20,2024-06-30,0.82,0.82,889
contractendo.. ,,Europe,,:region,2021-02-20,2022-03-11,0.93,0.83,1957
4l,_5: ,Europe,: ,: ,2019-12-26,2022-01-01,0.91,0.86,1938
}_ratequality ,",00o,8-",Middle East & Africa,00: ,contract,2018-05-10,2025-03-12,0.87,0.77,1355
:regionorders_id,countryid,Europe,contact_-,: ,2020-04-20,2026-01-12,0.82,0.81,1327
: ,,Latin America,", ",__8total,2021-05-08,2022-12-05,0.82,0.88,3003
",",",: ",Asia Pacific,oncontract{3contract_,regionSUP-6supplied,2020-11-28,2024-06-19,0.93,0.82,669
S- 0contract_,contact_3,Middle East & Africa,total45,", {",2020-02-21,2023-01-03,0.83,0.82,737
s,:: ,Asia Pacific,", ",_contracton3}2,2021-01-01,2023-06-03,0.83,0.83,2118
,-name,Europe,2: ,}T00_onend,2021-07-22,2026-01-12,0.88,0.84,1434
", ",",_ ",Middle East & Africa,1 ,00o 7,2020-05-04,2021-12-01,0.93,0.84,1852
:-00 ,: ,Middle East & Africa,-: ,: ,2020-08-05,2021-12-01,0.9,0.8,1268
00country , ,Asia Pacific,",id____:00",", e",2019-12-02,2025-03-16,0.93,0.82,1317
,: ,Europe,contract.:,: 00o4,2019-12-30,2022-12-22,0.82,0.87,557
", ","o5raterate:_},T00start.-",Middle East & Africa,_9supplier,,2020-03-14,2022-07-21,0.82,0.88,857
, ,Middle East & Africa,country2,"suppliedSUPs_,start",2019-08-01,2023-11-12,0.83,0.81,3111
", ", ,Latin America,data ,9o51-a9,2018-05-10,2023-04-14,0.92,0.77,1982
"country1, ",:orderscontract,Asia Pacific,country_esupplier-,", ",2019-02-27,2023-09-10,0.82,0.82,1239
on_,S005e-{pcountry-.n 0,Latin America,:delivery7,end800-: ,2018-09-10,2023-02-18,0.88,0.77,3120
00{oa},00 ,Middle East & Africa,supplier,: ,2018-05-10,2026-01-01,0.93,0.85,665
"-, ",start 0 ,Latin America,"contract,ascore",: ,2018-12-14,2021-12-01,0.84,0.87,2036
supplierT00 ,,North America,qualitySUP8n:ea9contract,",timeons7- @0supplier ",2018-05-10,2026-01-12,0.93,0.88,3120
: ,: ,North America,on,": 0 0 01contract, {",2021-07-22,2024-09-18,0.92,0.85,1841
"contact4contractp.00T00:00:,",on_ ,Latin America,", 5",_supplierT00,2020-06-12,2023-06-25,0.82,0.88,3120
",_oend",suppliedsupplier,Latin America,"supplier_,time,_scoretime_05",quality__-contract00,2018-05-10,2024-01-24,0.83,0.82,552
email--:-e{_,SUP-_ ,Asia Pacific,: ,"}country-: ,supplierT00_800",2018-07-25,2026-01-12,0.93,0.85,550
SUP ,end5@,Europe,", ",: ,2021-06-10,2023-09-11,0.9,0.77,1021
_ ,,Europe,", ",total__00,2019-12-03,2022-02-02,0.83,0.88,990
: ,: ,Middle East & Africa,", {",SUP- a-id,2019-09-01,2024-05-14,0.84,0.88,667
 0_email,T00acountry ,Europe,score,_name,2020-02-10,2023-04-01,0.93,0.77,3120
"endp00,6: 00",totalordersrate,Asia Pacific,delivery-41: ,,2021-01-22,2022-12-12,0.82,0.83,1083
", ",: ,North America,: ,00,2020-05-14,2025-07-22,0.88,0.85,713
on: ,: ,Latin America,1-014 0,_ ,2018-05-10,2024-12-12,0.92,0.82,694
"contract_, ",contract 0 ,North America,_s ,", ",2020-12-24,2022-09-21,0.93,0.88,3101
: ,: ,Europe,quality5_rate,00: s,2019-05-01,2025-03-12,0.93,0.85,3106
,"4, ",Middle East & Africa,00-suppliertotal1T00:: ,202rate:},2019-07-22,2023-03-07,0.82,0.88,879
"qualityid,, ",a00,Europe,supplied,9-_00@total,2021-01-20,2024-06-27,0.82,0.85,3114
on4:orders,,North America,202supplier_9-100 0 ,contact_o1ntime- ,2018-11-20,2026-01-12,0.86,0.88,879
countrysupplier_id,"data, 1quality_ 0",Middle East & Africa,", ",-e_id,2020-09-22,2024-03-22,0.89,0.8,1251
--,-,North America,1.,supplier_orderse4,2018-07-18,2023-03-14,0.82,0.83,540
 _,",l2: ",Europe,: ,",@_countryid_",2021-07-10,2024-09-02,0.82,0.81,657
 ,: ,North America,: ,"_datatotal,, _",2020-07-23,2022-01-03,0.84,0.82,1003
: ,contract: } ,Latin America,{l:orderssstartemailstart,- ,2018-06-02,2022-02-17,0.82,0.85,3111
emailcountry00,:5total12T00,Latin America,: ,SUParate,2018-05-16,2025-03-14,0.82,0.77,2102
{scorea,country.,Europe,9 ,contractrate,2020-09-14,2022-09-14,0.93,0.88,1886
"2, ","A_-, ",North America,: ,on:{,2019-12-17,2021-12-01,0.88,0.85,3119
supplier_delivery-,end,Middle East & Africa,supplier7a,name,2019-03-14,2022-02-12,0.82,0.81,546
1-quality: ,:. ,North America,@ ,: ,2019-11-12,2025-11-18,0.93,0.77,2116
 ,"SUP, ",Middle East & Africa,", {", ,2019-08-01,2021-12-01,0.92,0.88,987
:: ,",,start7",North America,", ", ,2018-07-12,2022-03-20,0.87,0.8,602
8  ,p,Asia Pacific,: ,: ,2020-12-12,2024-03-07,0.82,0.84,1014
": 0-6s6-, ",", ",Europe,data 0 ,00 ,2019-01-22,2022-03-09,0.86,0.88,2100
: ,", ",North America,on,:.: ,2019-11-02,2024-01-12,0.82,0.87,3111
", ","quality0quality-,00",Latin America,: ,delivery-,2018-05-22,2024-09-05,0.86,0.81,654
,_,Asia Pacific,supplierqualityend_-,"202total_2, ",2019-08-02,2024-08-08,0.82,0.88,756
_delivery___,",email",Latin America,quality,: ,2021-07-22,2026-01-12,0.92,0.87,1014
{: ,"contracto_,",Europe,a{ ,,2021-07-22,2024-09-12,0.83,0.88,3113
total_quality@@,"dataquality, ",Europe,2},: ,2018-05-10,2026-01-12,0.93,0.86,3079
suppliedSUP,suppliercountry,Latin America,-_,", 1",2018-05-10,2024-03-12,0.93,0.88,1569
: orderstotal__country_}0{,", ",North America,"supplier00id,_p_start",quality_delivery_ 0ie,2019-06-10,2026-01-05,0.93,0.84,1343
,on_,Asia Pacific,suppliersupplied,", ",2018-09-05,2025-03-31,0.88,0.77,1254
"l, ",pdelivery_,Europe,n_. 0 ,: ,2020-01-10,2026-01-12,0.93,0.88,973
emailsupplied,supplier_,Europe,:supplier ,contract_ 054},2018-09-21,2022-06-18,0.93,0.85,939
contact00T00:1-8 ,",_4",Asia Pacific,}_supplier_},,2019-12-03,2024-01-18,0.92,0.82,3120
contractemailscoresuppliedstart: ,"quality, 7{totala",Asia Pacific,p ,supplier_ ,2018-08-15,2023-07-30,0.82,0.88,1186
"l{-,SUPcountry-nrate_on00 ",,Middle East & Africa,", S",:,2021-07-22,2025-04-20,0.82,0.88,1910
2029supplied ,-: ,Middle East & Africa,,00: ,2020-10-28,2024-09-01,0.93,0.81,1366
,"@_8, ",North America,,contract: ,2020-02-03,2022-03-22,0.86,0.79,1353
2,0000_:,Europe,00,supplier_id,2019-09-18,2026-01-12,0.93,0.82,3097
: ,: ,Europe,}: ,s_ 0-,2020-02-22,2025-05-01,0.84,0.82,1231
", ",: ,Latin America,"data41, ",. totalend: ,2021-07-22,2024-01-18,0.93,0.85,2123
"00, score_,",_ ,North America,s ,", ",2019-03-05,2024-03-14,0.82,0.8,964
_name,: ,Latin America,: ,", ",2020-05-20,2025-03-04,0.9,0.88,1019
,contract_,Latin America,data,4,2018-05-10,2023-08-12,0.93,0.88,1259
", ididsupplier:a 700",A,Latin America,: 00,:}on,2019-03-05,2025-01-14,0.82,0.82,1249
", ",suppliedcontact2,Latin America,_::00,score,2020-06-03,2024-02-02,0.82,0.84,886
"quality:-0io,1_e74-",",supplied_-.68",North America,start_4,: ,2020-11-12,2026-01-12,0.82,0.77,3104
region_,":, ",Latin America,"supplier, ",:: ,2018-05-18,2023-08-18,0.88,0.85,3107
supplier_: ,"total.}.{,_-",North America,",orders", ,2018-06-20,2024-01-04,0.83,0.87,908
